csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
561.3559117738896	532.2669411316963	647.7237995316984	1.2631430000000001	25.664935999999997	0.12891028999999998	0.1171927196	-0.0320012073	-0.0937407682	0.0611773309	0.0756373386	-0.06183024	0.1061123356	-0.047748472400000005	-0.0880202878	0.0072066221	0.0396392827	-0.0571345564	0.1053366291	0.091468939	0.0696923775	0.0418898571	0.0	0.0	0.0	0.021624400000000002	0.0033958	-0.0593627	-0.000683052	-0.00258369	0.000461605
559.8931323273707	531.9094986198861	647.5195388122014	1.258286	25.566233	0.32550045000000005	0.0921026647	0.0254277328	0.0472342885	-0.0767861661	-0.0956295259	-0.1183018282	0.052711417300000014	-0.0669543501	0.0024904814000000003	0.0644491366	-0.032660784	0.0964684681	0.1047078763	0.0890698396	0.0647130264	0.0340216514	0.0	0.0	0.0	0.0217474	0.115826	-0.0711937	0.000774967	-0.000303889	0.0001771
560.8013922475186	531.9480104125232	648.7867308201057	1.084965	22.044647	0.10573835	0.08422616279999999	-0.0629614343	0.0556583413	0.035137087000000004	-0.0002128946	0.0354753097	0.0252164523	-0.0801964746	0.0050517242	0.0445530956	0.149802735	0.0259115508	0.1040411659	0.0865415975	0.059522595	0.025956204500000003	0.0	0.0	0.0	0.00993425	0.0696913	-0.0531482	0.0007584049999999998	-0.000880908	0.00017841900000000003
562.1309714245494	533.0325644153455	648.5340244735315	1.079888	21.941502	0.17406561	0.1059570546	-0.08417519300000001	-0.0272041641	0.08534054890000001	0.1020596759	-0.0032612121999999995	0.0622969348	-0.1003739721	-0.1148210589	-0.1041817846	-0.0090146735	0.0647946408	0.1033367397	0.0838878783	0.0541380132	0.017740276200000002	0.0	0.0	0.0	0.037524699999999994	-0.00316546	-0.07735559999999997	0.00045509	-0.00128071	0.00046352199999999996
563.0791261769863	533.1643859533098	648.5561778238671	0.998626	20.290385999999998	0.201984765	0.1086361363	0.0254173247	0.0370278327	-0.1238946388	0.0155888385	-0.0761377714	0.0476163342	-0.0877943309	-0.0031486431	-0.0319523213	-0.1029678926	-0.0041529847	0.102594853	0.08111252969999999	0.0485768445	0.0094214984	0.0	0.0	0.0	0.00241456	0.132902	-0.080752	1.62147e-05	-0.00117137	0.00046352199999999996
561.5483950184612	532.1914498039633	648.0087312751164	0.965324	19.613756	0.117029205	0.0274094595	-0.1038308694	-0.0243491691	-0.0049974112	-0.0446326591	0.122285348	-0.0392112057	-0.06926956	-0.0700977693	0.1087022305	0.0540950581	-0.0510546019	0.1018157748	0.0782195757	0.0428572282	0.0010480992	0.0	0.0	0.0	0.014244899999999998	0.0671537	-0.100103	0.000302766	-0.00119406	0.00037077199999999995
561.2301218762872	532.6078921293499	649.5129485560742	1.138824	23.138987	0.0688979	0.0981124507	0.0094155171	0.0134622379	-0.0072259275	0.0310624602	-0.1018453574	0.1062782439	-0.0494269032	-0.0597199447	-0.0318711415	0.0653921325	-0.0106093746	0.1009997874	0.0752132108	0.0369978205	-0.0073313763	0.0	0.0	0.0	0.020358900000000003	0.040963599999999996	-0.0923749	0.00065435	-0.00132704	0.00046352199999999996
562.3676372637589	532.6425021940212	650.2668076586948	1.06371	21.612785000000002	0.1165779	0.0410951213	0.08417744349999999	0.0549722756	-0.1006446728	-0.0284607458	0.0788125626	0.050225828	-0.0011266252	0.0408314254	0.0040443754	-0.0917063585	-0.0733388525	0.1001471866	0.0720977939	0.0310177337	-0.015668348000000002	0.0	0.0	0.0	-0.0030927	0.09254490000000004	-0.11376300000000002	0.000512359	-0.00148459	0.000567119
562.8506164074622	532.3309010366953	648.8607678201644	1.244177	25.279573000000003	0.07898584999999997	0.0719106189	-0.0879607761	-0.0469732637	0.0350997965	0.0399763965	0.1240792683	0.0035063268	-0.0842650348	-0.0419458849	0.1084899835	0.0649608765	-0.1018513149	0.0992582817	0.0688778421	0.0249364734	-0.0239144823	0.0	0.0	0.0	0.00156375	0.10679000000000001	-0.0760117	0.00036206300000000003	-0.00144308	0.000312265
561.0290165009054	532.9452731248972	648.3816336252978	1.174575	23.865377	0.15579885	0.0935630829	-0.0474515329	-0.0884098703	0.0047883321	-0.0165466573	-0.1188761027	0.053169899400000005	-0.06635472769999999	-0.08293941190000001	0.0129977045	-0.0752353699	-0.0698677303	0.0983333947	0.0655580241	0.0187738755	-0.0320219719	0.0	0.0	0.0	0.023521200000000003	0.0111493	-0.0823682	0.00012127600000000001	-0.00173313	0.00041831199999999995
561.7657659271008	532.6154902311788	648.2182337960132	1.05531	21.442120000000003	0.21467371	0.0227849792	-0.1081160962	-0.1237579003	0.0070624515000000014	-0.0958718535	0.1021623237	-0.045060114000000005	-0.0684372085	-0.1002176896	0.1354808905	-0.0807322085	-0.0481512711	0.097372861	0.0621431531	0.0125500412	-0.0399438137	0.0	0.0	0.0	-0.00648821	0.156641	-0.09638530000000001	0.000343516	-0.002014	0.00041831199999999995
560.8187297213639	533.0561959337151	648.1520876539943	1.0389030000000001	21.108747	0.29252091	-0.016358251	-0.12553009140000002	-0.1097490101	0.0065758451	-0.0658227866	0.06256777179999999	-0.00616885	-0.0262805748	-0.1945097273	-0.0044721087	-0.0228130355	-0.0474848959	0.0963770287	0.0586381806	0.0062852712	-0.047634080700000005	0.0	0.0	0.0	0.0206183	-0.0267101	-0.105517	0.000941311	-0.0026568	0.000636349
562.0751839079023	533.2875668224583	647.4712309696184	1.132855	23.017706	0.20738744	-0.0703607757	-0.1007491591	-0.0762469695	-0.0956062455	-0.0081660428	0.0233840283	-0.0982147499	-0.0113235519	-0.1036976275	-0.0239123361	-0.1614832257	-0.0042753512	0.0953462589	0.0550481883	0.0	-0.0550481883	0.0	0.0	0.0	-0.00219809	0.138925	-0.105354	0.000648874	-0.00265681	0.0007193610000000001
562.8819823211659	532.250228466967	648.4809624668537	1.38982	28.238781	0.295301835	-0.0692900841	0.0746804918	-0.0252611733	0.0363516888	0.0621840225	0.1089363249	-0.0134242397	0.0924404066	0.0575079096	0.0217668593	0.0176790549	-0.0365552289	0.0942809253	0.0513783813	-0.0062852712	-0.0621431531	0.0	0.0	0.0	0.011673000000000001	0.0598227	-0.0567201	0.000585857	-0.00045109699999999997	-8.579989999999999e-05
561.0082767808486	532.5317689428372	648.3158031894884	1.018465	20.693489000000003	0.134830245	-0.0417128669	0.1106483296	-0.06559847519999999	0.0443848842	0.0028861693	0.0386022537	0.0763068695	0.0930179441	-0.0360300412	-0.059870137300000015	-0.059334421100000014	0.0366453319	0.0931814139	0.047634080700000005	-0.0125500412	-0.0688778421	0.0	0.0	0.0	0.0379126	0.0133656	-0.0708986	0.000992957	-0.000815497	0.00010180100000000001
560.623450110043	532.3361138716298	647.810988361233	0.792656	16.105421	0.18163985	-0.0297329881	0.100709013	0.0019422075	0.0330631437	-0.0704449025	0.0761455145	0.0267448819	0.0249595413	0.0707887092	0.0263406486	-0.1183946218	0.0302569009	0.0920481235	0.0438207151	-0.0187738755	-0.0752132108	0.0	0.0	0.0	0.0067518	0.12344300000000001	-0.0651927	0.00068532	-0.00111104	0.000192536
562.6338979843973	531.8222073294379	648.4489617186405	1.179298	23.96133	0.12413775000000002	0.06118809400000001	-0.0612593426	-0.02730423	0.048849376500000014	-0.002996688	0.0433297319	0.0155794736	-0.0554019266	-0.0154426432	0.1102631445	0.0939457497	-0.0122805986	0.0908814648	0.0399438137	-0.0249364734	-0.08111252969999999	0.0	0.0	0.0	0.0180702	0.0517626	-0.0637366	0.00107093	-0.00123525	0.00047637300000000004
563.2054287418263	533.0397202160283	649.0392802121657	1.024869	20.823608	0.0929952	0.1022866179	-0.0447266309	-0.0391491228	0.0748352372	0.047497743200000005	-0.0848366222	0.0770902751	-0.0843449933	-0.0716546711	-0.0555711421	-0.0106120186	0.0271278913	0.0896818607	0.036008997599999995	-0.0310177337	-0.0865415975	0.0	0.0	0.0	0.027244099999999997	0.0209007	-0.08458489999999999	0.0009197480000000001	-0.0017262899999999995	0.00047637300000000004
562.2901779048052	533.1899288444887	648.8282902178016	1.0758	21.858427	0.19231349	-0.0006187513	-0.1094349378	-0.0047271086	0.0322260461	-0.0609746246	0.1170880432	-0.07049735230000001	-0.0943012945	-0.0663775778	0.0014722806	-0.0758623445	-0.0025174096	0.0884497462	0.0320219719	-0.0369978205	-0.091468939	0.0	0.0	0.0	-0.00945914	0.139699	-0.058709199999999996	0.000903163	-0.00192843	0.00047637300000000004
562.9634498057932	531.9343464664072	648.445496738158	1.2749469999999998	25.904757	0.14856358999999994	-0.0991001805	0.034702542	-0.0714988345	-0.0083403889	0.1129956818	0.0219643638	-0.0362397534	0.13284579189999998	-0.06443603889999999	-0.0037010789	0.0454968625	-0.0807521663	0.08718556779999999	0.027988517400000003	-0.0428572282	-0.095865988	0.0	0.0	0.0	0.012287399999999999	0.034119	-0.0712258	0.000969547	-0.00197857	0.000534258
558.0373701403611	532.1388317640641	646.4098302872235	1.161633	23.602408999999998	0.08824698999999997	-0.0604762951	0.1035920652	-0.0256837448	0.0932273981	-0.1144050434	0.0211158226	0.0496045305	0.0800465609	0.0228356358	-0.0373806763	-0.1192426358	0.0521004197	0.0858897839	0.0239144823	-0.0485768445	-0.0997072524	0.0	0.0	0.0	0.00441646	0.0721363	-0.0771555	0.000855368	-0.00222762	0.00089961
561.1324820706267	532.0722180521893	648.2289558258768	0.9746090000000001	19.802404	0.10348857	-0.025073072400000004	0.0865417635	0.0223627791	0.0133319177	-0.0744586644	0.0943614055	0.0211895582	0.0229894372	0.1014501041	0.0384550287	-0.0142953258	-0.01936216	0.0845628642	0.0198057734	-0.0541380132	-0.1029704624	0.0	0.0	0.0	-0.00378856	0.12145299999999999	-0.07061150000000001	0.000617541	-0.00263532	0.00075668
564.8814311529733	533.0583284570973	650.163891028731	1.156584	23.499823000000003	0.36820646	0.0249343677	0.128601083	-0.0341566917	-0.1093804922	0.0476903928	0.0720170609	0.1041176138	0.0583597756	-0.0423828397	-0.1140904025	-0.0487345655	-0.026145787	0.0832052897	0.015668348000000002	-0.059522595	-0.1056366997	0.0	0.0	0.0	0.033587599999999995	-0.0207862	-0.09507	0.00116143	-0.000455683	0.000197554
561.2342232141858	532.7420041553917	647.2310402475773	1.260238	25.605895999999998	0.28184892149999996	0.087630006	0.0077265186	0.0123627603	-0.0247421302	-0.1297032532	-0.1233694766	0.022344465	-0.0884557612	0.039327199	0.0503866498	-0.0851193259	0.013497858	0.0818175525	0.011508205	-0.0647130264	-0.1076905065	0.0	0.0	0.0	0.00270691	0.15229899999999996	-0.0765942	0.00023301	-0.000524093	6.23937e-06
561.6875608703475	532.5273301349082	650.2940650259347	1.295105	26.314339	0.17177883149999998	0.0059832091	0.08980276109999999	0.0974833886	-0.03676785	-0.0999624594	0.0704703836	0.0505660086	0.0047724687	0.07936275059999999	-0.0187753176	0.1003519104	-0.0260299201	0.0804001557	0.0073313763	-0.0696923775	-0.109119976	0.0	0.0	0.0	0.0181238	0.037277	-0.081901	0.000637757	-0.0007719149999999998	7.433319999999998e-05
566.7812827223958	533.0930648935243	650.3141629910727	1.355292	27.537231	0.05743583999999999	0.1327539339	0.0306919687	-0.0374834657	-0.0473044538	0.1586875127	-0.08361818879999999	0.0859011862	-0.0492893781	-0.0144540042	-0.0772767412	-0.043112101900000005	-0.0538624995	0.07895361320000001	0.0031439177	-0.0744444064	-0.1099168208	0.0	0.0	0.0	0.0332153	0.0499222	-0.09506270000000004	0.00063763	-0.0007809619999999997	0.00039590800000000005
562.811467272973	532.6669551288046	647.7202794374167	1.4068829999999999	28.585473999999998	0.21452625	-0.0772928559	-0.1142485343	-0.0473414964	-0.1584256983	-0.0721870029	0.056157320700000006	-0.15207786480000002	-0.0281907657	-0.07995446169999999	0.0611134329	-0.0503039767	-0.082062263	0.0774784492	-0.0010480992	-0.07895361320000001	-0.1100764211	0.0	0.0	0.0	0.00100845	0.16395499999999996	-0.0610072	0.0005852569999999999	-0.00118778	0.00017047700000000001
560.8944646541554	532.134740478464	647.4215153289501	1.3369430000000002	27.164412	0.22849511	-0.1077372831	0.06819542719999999	-0.0676567662	0.0948364003	0.06915367089999999	0.0049087971	0.0019165521	0.152904841	-0.0584653518	-0.0653784582	-0.0004070203	0.0008171178999999999	0.0759751987	-0.0052385965000000005	-0.0832052897	-0.1095978516	0.0	0.0	0.0	0.028704700000000003	-0.00589931	-0.0664323	0.000996686	-0.00122878	0.00011251700000000001
558.1516017220669	531.7270967865879	646.4176780127381	1.096749	22.284086	0.26226469	-0.0467060674	0.1008211742	0.0312241883	0.0362481456	-0.1619563399	0.0619490153	0.0367912589	0.044120848	0.1108186393	0.0412665996	-0.1184469786	0.06516070110000001	0.0744444064	-0.0094214984	-0.08718556779999999	-0.1084838869	0.0	0.0	0.0	0.00251159	0.144548	-0.049485400000000006	7.385159999999997e-05	-0.00140967	0.00038234
561.1087129532583	531.3254557531212	648.1614510089455	1.207123	24.526701	0.17045718	0.0890099058	-0.0044032955	-0.004861752	0.0360858838	-0.0082720816	-0.095887551	0.0749255326	-0.0308094164	0.019479792	0.0930646136	0.14391722980000002	0.029460042	0.0728866274	-0.0135907399	-0.0908814648	-0.1067409852	0.0	0.0	0.0	0.0188554	0.031935700000000004	-0.0645038	0.000271098	-0.00149018	0.000634237
560.5026004603642	531.9543763897311	647.8623430383042	1.047105	21.27541	0.05801110000000001	0.0762183731	0.0241619638	0.05526924	-0.0597049146	-0.07691315160000001	-0.1185128401	0.052289679500000005	-0.0552084675	0.0496095841	0.0301798456	-0.0117384097	0.0712646841	0.0713024263	-0.017740276200000002	-0.0942809253	-0.104379251	0.0	0.0	0.0	0.0187815	0.0706596	-0.058778	0.000282033	-0.00155864	0.000443882
561.2818080550352	532.3112186357004	648.5482486257871	0.9573	19.450718	0.12829205	0.0637037159	0.0194991453	0.0994539881	-0.0567135671	-0.0897349306	-0.0973454279	0.0011467737	-0.08069607179999999	0.1014152111	0.0386861416	0.0009600857	0.0094309114	0.0696923775	-0.0218640908	-0.097372861	-0.1014123765	0.0	0.0	0.0	-0.015371000000000001	0.13550000000000004	-0.045976800000000005	0.000151335	-0.00172524	0.00041122099999999997
563.5224901250756	532.8393104075019	650.560678021376	1.042107	21.173855	0.26442865	0.0953394041	-0.0293041292	0.0627069755	0.0800009409	0.0827264871	-0.0274289901	0.072505998	-0.0791545369	0.0053509203	-0.0955756264	0.1391455057	-0.0163213787	0.0680570645	-0.025956204500000003	-0.1001471866	-0.0978575622	0.0	0.0	0.0	0.0268002	-0.0218141	-0.0588423	0.000740757	-0.00188946	0.000699136
561.1569968857949	532.9452257354886	649.2154119277335	1.151446	23.395435	0.24248634	0.0531031263	-0.0760358543	0.0823006854	0.0367222686	0.0029698499	-0.0106194672	-0.0373344327	-0.116925695	0.0198417993	-0.0332236578	-0.0046234998	-0.0035244057	0.0663970802	-0.030010684300000007	-0.102594853	-0.0937354172	0.0	0.0	0.0	-0.00123874	0.141165	-0.0424574	0.00023580900000000002	-0.00191554	0.0008697759999999997
562.0399962929747	532.379475180403	649.3523307754441	1.439592	29.250084	0.15055749	-0.1059479239	0.0097673142	0.035886925	-0.0677598348	0.1216566062	-0.0812096209	-0.0864844188	0.1028719217	-0.047464206	-0.0526744557	0.0781862429	-0.0953600376	0.0647130264	-0.0340216514	-0.1047078763	-0.0890698396	0.0	0.0	0.0	0.0129384	0.0595635	-0.05853919999999999	0.000288406	-0.00248452	0.00102214
560.7319491399129	532.6596729563659	649.3067223108196	1.306106	26.53787	0.05849106299999999	-0.0887492892	-0.0705416489	0.124573214	-0.0145396032	-0.0282207627	0.0230674899	-0.0846533931	-0.0089836589	-0.0006818681	-0.0946741437	-0.0054700041	0.0426303733	0.06300551360000001	-0.0379832903	-0.1064793643	-0.0838878783	0.0	0.0	0.0	-0.000266663	0.0583947	-0.043624199999999995	0.00017806200000000002	-0.00270115	0.00127921
562.1345134890985	532.7439313246704	652.440875638296	1.496204	30.400326	0.131896437	0.0487890437	-0.00297729	0.2450462624	-0.0063481365000000005	-0.0010390079	-0.0263541374	-0.0148189004	-0.0955340978	0.1338316897	-0.0392024818	0.106916542	-0.0113982969	0.06127516070000001	-0.0418898571	-0.1079035387	-0.0782195757	0.0	0.0	0.0	-0.0111012	0.121762	-0.0588587	0.000796774	-0.00293164	0.00127921
565.3320190484982	533.4228161943038	651.9607182437946	1.452461	29.511553000000003	0.45104049	0.1165671434	-0.0533867274	-0.0133050053	0.0009019808	0.2064657879	0.0448497555	0.0637008208	-0.07912238860000001	-0.0826985885	-0.1186946258	0.0298049242	-0.0492431943	0.059522595	-0.045735687699999986	-0.1089757541	-0.0720977939	0.0	0.0	0.0	0.0470612	-0.0298969	-0.09367639999999999	0.001146	-0.000465115	-3.3068800000000004e-05
562.2230651028239	533.1000469330427	648.6325026456047	1.499191	30.461031	0.3890496884999999	-0.084472279	-0.117878473	-0.03721899	-0.1211469645	-0.0278005516	0.0672603336	-0.1714265807	-0.0369408962	-0.0639919558	0.0095362283	-0.0862337863	-0.0376557824	0.0577484518	-0.0495152058	-0.1096925134	-0.0655580241	0.0	0.0	0.0	0.00202044	0.208617	-0.0656954	0.000137778	-0.00097194	2.16477e-06
563.0627208253908	531.8276097220064	647.5239209581599	1.489392	30.261932	0.3658292715000001	0.0696013189	0.1180044359	-0.0756263192	-0.1410134431	0.061495586	-0.0012277052	0.1444115921	0.0790705947	-0.066582405	0.0114994576	-0.0048798931	0.0050173758	0.0559533743	-0.0532229317	-0.1100514784	-0.0586381806	0.0	0.0	0.0	0.0527764	-0.0447173	-0.0803928	0.000501716	-0.000567211	0.00017433
558.3473007883999	531.2630439021331	645.4981276648012	1.454534	29.553677	0.343898015	-0.0003210926	-0.1068083116	-0.0758652279	0.014328798899999997	-0.1707833848	0.0749263259	-0.0805156733	-0.07016413440000001	-0.0209511402	0.1722460044	-0.06290070440000001	0.1542245035	0.0541380132	-0.05685348940000001	-0.1100514784	-0.0513783813	0.0	0.0	0.0	-0.00871673	0.166272	-0.052182900000000004	2.87523e-05	-0.000958361	0.00017433
559.6039413993885	530.4730940554563	647.6160532556986	1.596141	32.430889	0.20923277	-0.1200356221	0.0352450279	-0.0418670446	0.0070086533	0.08348447190000001	-0.0349726423	-0.0315023776	0.1853716295	-0.0192734682	0.0616307072	0.17277223379999998	0.1081638643	0.0523030266	-0.0604016149	-0.1096925134	-0.0438207151	0.0	0.0	0.0	0.0232548	0.035412	-0.07361009999999997	0.00034098099999999997	-0.000871479	7.395989999999997e-05
559.3097170112577	531.9696357792667	648.1357883474491	1.3638569999999999	27.711273	0.058946255	-0.0829208177	-0.0476957735	0.0887615185	-0.0189655411	-0.0108798102	-0.1030241877	-0.0693440997	0.0374286083	-0.0075695022	-0.0674578311	0.0522951125	0.2277474424	0.0504490797	-0.06386216389999999	-0.1089757541	-0.036008997599999995	0.0	0.0	0.0	0.03344	0.05352150000000001	-0.0871209	0.00038260400000000004	-0.000963605	0.00028302599999999997
561.205047787769	532.4569410668232	650.0470863208611	1.126816	22.894989000000002	0.14565312	-0.0979925387	0.0355082423	0.1578965662	0.08472359439999999	0.08765410050000001	-0.049740435	-0.08542369849999999	0.0489248977	0.1263311586	-0.1065680502	0.0359384899	0.1294428745	0.0485768445	-0.0672301189	-0.1079035387	-0.027988517400000003	0.0	0.0	0.0	0.00455543	0.136935	-0.07557660000000001	0.000184993	-0.00115977	0.000325465
