csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
558.2834730460402	506.6458199941465	628.3572680377478	0.0	0.0	0.0	-0.0635583088	0.0905804218	-0.0217422501	-0.1442553402	0.0380468754	-0.185669053	-0.1399972858	-0.0169886959	0.1025379604	-0.1373448686	0.0707483792	-0.0024235199	0.1091041759	0.1090898686	0.1090660245	0.1090326458	0.187599	-0.0453495	0.07348769999999999	-0.000278447	0.00422864	0.0103584
549.2102267709415	504.6544691842096	626.511234359535	1.2291010000000002	28.707151	0.15436775000000005	0.0519978656	0.08670683609999999	-0.0537222446	0.0372635083	-0.0892834662	-0.0458751043	-0.0227898131	-0.0892312476	0.0198978548	-0.0014264801999999998	-0.0469010751	-0.0681090449	0.1090660245	0.1089372966	0.1087228625	0.108422891	0.18163800000000002	-0.0563153	0.142663	-0.00114381	0.00465809	0.010287899999999999
549.0244900880281	504.7607649402867	624.5179356738953	1.096198	25.603033	0.15774189999999993	-0.0578497243	0.0627954518	-0.0355619137	0.0828432369	-0.0700559982	-0.0104877481	-0.0130484751	-0.0865690084	0.062713021	0.0541065978	-0.042587831500000006	0.0322539048	0.1089897352	0.1086323659	0.1080376181	0.1072067914	0.17488999999999996	-0.0093764	0.195966	-0.00206864	0.00464958	0.0103696
551.0611198290312	505.28255714302145	626.4612232840262	1.243753	29.049374	0.12907557930000002	0.0626468495	0.0874572517	0.0476691329	0.0674908055	0.009410222	0.008922765400000001	-0.0260467786	-0.1143183952	-0.0521656613	0.0039234416	0.008642216	-0.0555755011	0.1088753345	0.108175503	0.1070124473	0.105391148	0.193984	-8.48207e-05	0.252119	-0.0024735	0.0044575000000000005	0.0100758
556.4496726064632	506.9396247997188	630.7300200451009	1.286802	30.054821	0.2874489793	0.031442322200000004	0.1443896239	-0.0143134074	-0.0798751178	0.0668480725	-0.1506127502	-0.1442580655	-0.123917052	0.0742118785	-0.1572348261	0.016271413300000002	-0.0292848173	0.1087228625	0.1075673469	0.1056505759	0.1029861145	0.20523000000000002	-0.06417080000000001	0.114781	-0.00280967	0.00486211	0.0108306
550.3151457943712	506.17019406326256	628.8700646934342	1.5403790000000002	35.977428	0.31344375	0.0027684207	0.1126693475	0.06685547019999999	-0.0955319666	-0.1176732197	-0.1270469172	-0.0980359089	-0.1031935266	0.0187934327	-0.0341149087	0.1648335048	0.0003758173	0.1085323724	0.1068087481	0.1039562886	0.1000051409	0.217137	-0.0695591	-0.014987	-0.000496481	0.00557503	0.011132099999999999
553.8297048630803	507.0695275794751	627.2132265940862	1.293225	30.204851	0.17765514999999993	-0.0843229319	0.06590307320000001	0.0095388598	-0.0322949609	-0.1446759979	-0.1043807659	-0.1251868578	-0.1154203606	0.1507356487	0.0379826463	0.1294578484	-0.0589826992	0.108303931	0.1059007676	0.1019349164	0.0964648979	0.205131	0.0368021	-0.0245655	-0.00100791	0.00544687	0.0107775
545.593996895111	505.31159549280073	619.2299566767473	1.545885	36.106021999999996	0.312178	-0.1715848385	-0.0491098481	0.0678439922	-0.0169522032	-0.1080611386	-6.93329e-05	-0.0400936828	0.0485260138	0.180979683	0.1340252725	0.1161047843	-0.0449515117	0.1080376181	0.1048446753	0.0995928192	0.0923851842	0.192842	-0.0464134	0.132444	-0.00193389	0.00544687	0.011044799999999999
537.0248664314103	504.6606275382129	612.7533055704013	1.444589	33.740147	0.07949389999999995	-0.1533032602	-0.2289086187	-0.0502858691	-0.0060750232	-0.0044331539	0.0590528571	-0.0210208646	0.1355482229	0.2017715783	0.0764659247	0.0553536792	-0.014718551399999997	0.1077335267	0.1036419483	0.0969373661	0.087788815	0.188808	-0.0562768	0.17483399999999996	-0.00171731	0.00560812	0.011131100000000001
536.7867341195406	503.3380354833177	611.2333291316561	1.094479	25.562897	0.10276109999999994	-0.08660768029999999	-0.2194269377	-0.08304739929999999	-0.0089200754	0.0192869862	0.031710322400000004	0.0310937589	0.181251989	0.1496746223	0.016492853999999998	-0.0321436415	-0.0343890421	0.1073917633	0.1022942687	0.0939769123	0.0827014951	0.17646900000000001	-0.0578714	0.22462600000000002	-0.00224157	0.00580917	0.0110757
