csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
1026.3152688954358	1007.797514055447	1279.9731140447968	1.136003	35.24276	0.355699215	0.07096283440000001	-0.06780596230000001	0.054541693	0.0499965717	-0.0600345397	0.0665998175	0.0743765836	-0.0286433024	-0.048415731600000005	-0.1715589497	-0.0233780705	-0.0016379141	0.1102295573	0.1075988845	0.103260836	0.0972842479	0.0	0.0	0.0	0.0	0.0	0.0	-0.0174098	-0.101172	0.0539683	-0.0014793199999999995	0.00018183400000000002	-7.57477e-05
1019.7483527568023	1007.5075268655941	1277.3813144603396	1.0265240000000002	31.846321000000003	0.09388686499999996	0.0608545726	0.0043016781	-0.0932226259	0.023982955	-0.115095433	-0.0379653717	0.0670260689	-0.0216864354	-0.0228182501	-0.12605799310000002	0.0179162011	0.1163436183	0.1099379598	0.1064432791	0.1007008652	0.092831979	0.0	0.0	0.0	0.0	0.0	0.0	-0.0347972	-0.109773	0.042876	-0.00135074	-0.000197125	-0.000704332
1023.3947989522293	1007.4537088116336	1278.845023714489	1.111275	34.475590000000004	0.1357938	-0.0258994063	0.0926307372	0.0183396526	0.0653624397	-0.0202764344	0.0382214775	0.053497888499999986	-0.0650116923	0.05941449610000001	-0.1149609962	0.0749871465	0.0787731936	0.1096050192	0.105127573	0.0978001546	0.08782140769999999	0.0	0.0	0.0	0.0	0.0	0.0	-0.017207199999999995	-0.152805	0.0651482	-0.000549652	-0.00034051800000000005	-0.0008178429999999997
1017.3244707361214	1007.6585083250827	1275.8051785794175	1.602111	49.703049	0.12570945	0.0199115228	-0.0796385274	0.0395223031	-0.0129190687	-0.1267486459	0.0256008048	0.0359275336	-0.0439423359	-0.0174640165	-0.16597873	-0.0626761695	-0.0184167259	0.1092308605	0.103653745	0.0945685192	0.0822826681	0.0	0.0	0.0	0.0	0.0	0.0	-0.0347306	-0.133635	0.040818099999999996	0.000245855	-0.00083873	-0.0008178429999999997
1038.7728197234617	1010.8232523216176	1300.2572126119792	3.4190449999999997	106.070618	2.1652948500000004	-0.2097696329	-0.0467326136	-0.2285575208	0.1895973656	0.07931208070000001	-0.1192997728	-0.2299009169	-0.1132358355	-0.1425082721	0.1258354163	0.2132175255	0.0866825391	0.1088156246	0.1020240119	0.0910168938	0.0762490709	0.0	0.0	0.0	0.0	0.0	0.0	-0.13133700000000004	0.22206900000000002	-0.15111	0.030000299999999997	-0.000742728	-0.000247163
1005.4320482472904	1010.2793990682184	1291.224479971332	4.684598	145.332474	1.00613875	-0.1558022765	-0.1257137908	-0.08476601730000001	-0.0519235758	0.3035411496	-0.3977135224	-0.3843184125	0.0946774472	-0.2131088084	0.0899843578	0.2694638599	-0.1037754157	0.1083594676	0.100240825	0.08715729609999999	0.0697569027	0.0	0.0	0.0	0.0	0.0	0.0	-0.119749	-0.134467	-0.215428	0.0370088	0.00173155	-0.00223832
1038.6547045395687	1004.6192913030553	1297.0003453180327	4.870766000000001	151.108047	4.5978025	0.0612931997	-0.0550111578	0.0884541799	0.1829840353	0.15202426730000002	-0.4234419541	0.0033957587	0.2385294423	-0.0700014029	-0.0823756772	0.2333875272	-0.1927241865	0.1078625611	0.0983068664	0.0830027857	0.0628452084	0.0	0.0	0.0	0.0	0.0	0.0	0.171534	-0.7654569999999999	0.146506	-0.0233894	0.00146883	0.00337267
1005.5588060056148	1011.198815065741	1309.5787646439405	3.617552	112.228996	2.84425595	-0.0890056149	0.0478883448	-0.1615825088	-0.2113636195	-0.0112320296	0.0243552581	-0.152040647	0.018392136	0.1101706824	0.2845885782	-0.2241409509	0.1228594049	0.1073250918	0.0962250449	0.0785674201	0.0555555556	0.0	0.0	0.0	0.0	0.0	0.0	-0.175617	0.0200299	-0.0348151	0.00194338	0.000773351	-0.00120501
1004.498050029942	1008.116979963145	1292.3945069114136	2.346988	72.81169099999998	0.82914475	-0.031026414	0.0098748271	0.106137919	-0.2425311616	0.1370056738	0.0180705661	-0.0961656533	0.1181987586	0.14980089900000002	0.169633929	-0.1534663287	-0.1119037822	0.106747262	0.0939984918	0.0738662073	0.0479317851	0.0	0.0	0.0	0.0	0.0	0.0	0.016459999999999995	-0.378295	-0.0824668	-0.00117672	0.00028392799999999997	-0.00141731
1020.1801213710941	1007.4408603573096	1294.815947658894	1.519168	47.129868	0.25927095	0.0744955751	-0.0013435979	-0.0515742708	-0.2122243883	0.0724557938	-0.0137609316	-0.0657245422	0.1713688491	0.045613721	0.1572640702	-0.1680340462	0.0406713476	0.1061292888	0.091630556	0.0689150546	0.0400197472	0.0	0.0	0.0	0.0	0.0	0.0	-0.053179599999999994	-0.30982600000000005	-0.12244400000000001	-0.00211164	0.00019120200000000002	-0.0008212529999999997
1016.2985251296852	1008.1242526731396	1294.1064854493268	1.152716	35.761246	0.09244425	-0.035166814500000004	0.0737786084	0.0576104533	-0.1773213773	0.0740317856	0.0407313121	-0.0700588344	0.0968840896	0.1686310458	0.1667133384	-0.08785005	-0.0312407763	0.1054714048	0.0891247992	0.0637307152	0.0318670259	0.0	0.0	0.0	0.0	0.0	0.0	-0.033049800000000004	-0.296568	-0.144267	-0.002007	0.00027865400000000003	-0.00137383
1028.3905670807255	1008.5921788341948	1296.549522696983	1.398978	43.401161	0.25226894999999994	0.0973471442	-0.033077396	0.1079055041	-0.0746496583	0.1537764706	0.0260152576	-0.0126915424	0.1456611784	0.0132700369	0.1347920607	-0.1248410784	-0.1188679418	0.1047738574	0.0864849902	0.05833073110000001	0.0235226525	0.0	0.0	0.0	0.0	0.0	0.0	-0.0531192	-0.260375	-0.136452	-0.00427466	-0.00047946	-0.0006357730000000001
1034.9680463658858	1009.6533157071462	1300.4378055430802	1.30063	40.350056	0.4944015800000001	0.15265312949999998	-0.053989300199999986	-0.0368429552	0.1109857186	0.1265894887	0.1169578127	0.0319886444	0.1368262015	-0.1404225381	0.1943290049	0.0073155712	-0.0319058748	0.1040369087	0.0837150996	0.052733374400000005	0.0150368111	0.0	0.0	0.0	0.0	0.0	0.0	-0.00574372	-0.24679099999999998	0.0915107	-0.00492985	0.000592035	0.00174713
1023.3256583567796	1008.3827732710823	1297.902765131022	1.026851	31.856474	0.27833073	0.0326041758	0.1286509773	0.0024682158	0.05859292570000001	0.1415164889	0.0592223234	0.0538735992	0.0617661612	0.0290768803	0.1645781472	0.0707366094	0.0031040203000000004	0.103260836	0.0808192935	0.0469575846	0.0064605365	0.0	0.0	0.0	0.0	0.0	0.0	-0.0203047	-0.22732600000000003	0.025352	-0.00419513	0.000187785	-0.0006768210000000001
1020.3684574722405	1009.6508914704816	1297.0346927594771	1.034305	32.087727	0.21305455	0.0123638192	0.035602715800000004	0.1075548798	0.0688296801	0.1351501095	0.1184656239	0.0545321864	0.005799814300000001	0.0194931141	0.1179498704	0.0211837162	-0.1244554051	0.1024459312	0.0778019275	0.0410229053	-0.0021545924	0.0	0.0	0.0	0.0	0.0	0.0	-0.0501302	-0.190799	0.052792200000000004	-0.00273131	0.000707921	-0.00027554
1022.3885392097752	1010.4702834632112	1298.3841375598602	0.962731	29.867265999999997	0.12171515000000002	0.0583807272	-0.0438614652	-0.0259228371	-0.0209228399	-0.0436373371	0.1271497619	0.0353239755	0.032992323399999995	-0.08714479859999999	0.0963273942	-0.0807956071	-0.007840462099999999	0.1015925006	0.0746675401	0.0349494174	-0.0107567634	0.0	0.0	0.0	0.0	0.0	0.0	-0.032729	-0.193975	-0.0171104	-0.00276761	0.00103892	-0.000532948
1020.6331363141956	1009.5898007065264	1294.3279253051692	1.102391	34.199993	0.20792446	0.0274965807	0.1494366546	-0.0001360863	0.0790064529	0.0058020986	0.0351422962	0.067086831	0.0255473787	0.0078393703	0.1121500164	0.08218858400000001	0.0593691874	0.1007008652	0.0714208455	0.0287576717	-0.019294242	0.0	0.0	0.0	0.0	0.0	0.0	-0.00656939	-0.204481	0.00943765	-0.00426156	0.0009766660000000002	0.0008050639999999998
1018.2295403362764	1011.5944989741828	1294.8585978497235	1.099674	34.115691999999996	0.20521588	-0.028705484	-0.0131843549	0.1082729021	0.1099130682	-0.0680697046	0.0552210493	0.029986136200000006	-0.055018598	-0.0024723013	0.0486823197	0.0333246407	-0.1080920508	0.0997713604	0.0680667272	0.0224686191	-0.0277156827	0.0	0.0	0.0	0.0	0.0	0.0	-0.0408075	-0.191673	0.026492599999999998	-0.00241119	0.00123961	9.60816e-05
1018.9384715111464	1009.0271353766077	1291.690548017856	1.205266	37.391541	0.15417922999999994	0.06674141230000001	-0.07365207139999999	-0.0097227947	0.05672920400000001	-0.0874975231	0.032367201	0.0741815604	0.0106819587	-0.0986016037	0.0096340195	-0.0211799475	-0.0142197878	0.0988043356	0.0646102301	0.016103539899999998	-0.035970438	0.0	0.0	0.0	0.0	0.0	0.0	-0.0141666	-0.212455	0.060677699999999994	-0.00285345	0.0007651529999999998	-0.000438626
1019.7161831741977	1008.6986028237833	1296.3843683258306	1.31245	40.716755	0.09922445	0.0125882264	0.0829750721	-0.0808648443	0.0170751595	-0.1133587953	-0.0426906141	0.045856166100000005	-0.0130214442	0.0038995913	0.0400940959	0.0263363793	0.107473265	0.0978001546	0.0610565531	0.0096839714	-0.0440088629	0.0	0.0	0.0	0.0	0.0	0.0	-0.032779199999999994	-0.193127	0.0462716	-0.00202554	0.000874798	-0.000438626
1024.4997280861057	1011.9525587295856	1308.375683246893	2.419483	75.060738	0.74840085	-0.2236499328	-0.0324774627	-0.0157551865	-0.0006148537000000001	-0.0034749291	0.08060533519999999	-0.1623636806	-0.1482934031	0.053524382300000006	0.08783757630000001	-0.0391801068	-0.0303724374	0.0967591949	0.0574110412	0.0032316354	-0.0517826133	0.0	0.0	0.0	0.0	0.0	0.0	-0.104398	-0.260704	-0.114147	0.00566444	0.00045784300000000004	-0.00130742
1016.3201315657634	1009.1995955729474	1297.7337663673406	2.285304	70.898041	0.90176435	0.0957100123	-0.08903702	0.0106146489	-0.024436344	-0.0416368853	-0.0105356698	0.0068167328	0.0961008965	-0.07741161719999999	0.0422807003	-0.0384974916	-0.0366518409	0.095681848	0.0536791777	-0.0032316354	-0.059244937	0.0	0.0	0.0	0.0	0.0	0.0	-0.0133429	-0.318468	0.0660062	-0.00255261	0.000861254	0.00152796
1014.8042000033812	1006.6943894034598	1293.4837243546033	1.235994	38.344822	0.12891874999999994	-0.0039897114	0.0869755227	0.050009385700000006	0.0240581566	-0.0561788162	-0.063280238	0.011479747	0.0488208487	0.0753434178	0.0706703661	0.0919231217	-0.019505094	0.0945685192	0.0498665756	-0.0096839714	-0.0663509546	0.0	0.0	0.0	0.0	0.0	0.0	-0.017739500000000002	-0.246416	0.08255739999999999	-0.00286561	0.000681395	0.00175348
1016.25051082729	1007.2857092107574	1291.0105886239294	1.039258	32.241378999999995	0.09324990999999998	0.0439574491	-0.0914023359	0.0830676792	0.0563827462	-0.07774819849999999	0.0022462411	0.023597439100000003	0.0495610731	-0.0719646935	0.0208652324	-0.0087091687	-0.1356542657	0.0934196269	0.045978969400000014	-0.016103539899999998	-0.0730579298	0.0	0.0	0.0	0.0	0.0	0.0	-0.00449779	-0.238382	0.119295	-0.0028846999999999996	0.000190813	0.00194854
1019.7999681318776	1007.591744847332	1295.3180993241335	1.019865	31.639751	0.12885126	0.045630221500000005	0.0817566395	-0.0499257195	0.0533451741	-0.0302831139	-0.0674974339	0.0412836224	0.0510389465	0.001854326	0.0811368285	0.0796288742	0.0438352151	0.0922356034	0.042022206500000006	-0.0224686191	-0.0793255261	0.0	0.0	0.0	0.0	0.0	0.0	-0.0243382	-0.235246	0.142257	-0.00403112	0.00025997	0.00150586
1017.5602209608832	1007.4285452350522	1294.0220104634195	1.013168	31.431984000000003	0.27456714	-0.0335411333	-0.0379185635	0.0875517044	0.007184271500000001	-0.0413024798	0.0104903546	0.0239846125	-0.0165933421	0.0081342972	0.0118853946	-0.0210717838	-0.1300349428	0.0910168938	0.0380022381	-0.0287576717	-0.0851160492	0.0	0.0	0.0	0.0	0.0	0.0	-0.00578126	-0.25172	0.0284178	-0.00196366	0.00064232	0.00144173
1019.8989976305684	1007.6456598707588	1292.334157470793	1.0132780000000001	31.435381	0.17146934000000005	0.0803557095	-0.0085737757	-0.0907511859	0.0150997631	-0.0508506127	-0.0080831752	0.048602281100000005	0.0228843091	-0.0783444003	0.0416948171	-0.0212366726	0.0644041585	0.0897639565	0.0339251109	-0.0349494174	-0.0903946745	0.0	0.0	0.0	0.0	0.0	0.0	-0.012342	-0.21090100000000003	0.084162	-0.00258429	0.000358982	0.00190467
1019.1817839885356	1007.6211265957104	1292.4003273745593	1.032616	32.035328	0.09396018999999996	0.0059728324	0.0471066974	0.0905826828	0.0568636034	0.0576628076	0.0827835752	0.0688310105	-0.0333181662	0.0023784776	0.0457789982	0.08698192769999999	-0.0745038466	0.0884772626	0.029796957	-0.0410229053	-0.0951296555	0.0	0.0	0.0	0.0	0.0	0.0	0.00110709	-0.21566799999999997	0.113425	-0.00305976	0.000586714	0.00213109
1021.6227110865668	1007.393975620211	1295.3257474493014	1.091675	33.867535	0.17579555	0.1097163339	-0.0673757255	0.00034397830000000004	0.0668754488	0.000516941	0.0277021907	0.092091297	0.0131036982	-0.1356549152	-0.018369428	0.0204449854	-0.0358208259	0.08715729609999999	0.0256239856	-0.0469575846	-0.0992925156	0.0	0.0	0.0	0.0	0.0	0.0	0.00114559	-0.176831	0.12305899999999999	-0.00493305	0.000412153	0.0016332199999999995
1020.2743494395453	1007.4506542734359	1295.458963477448	1.3175	40.873409	0.5556347899999999	-0.0687563416	0.1030017968	-0.0295569536	-0.0078444448	-0.0265004218	0.0367062705	0.0411115798	-0.08826974189999999	0.0678230687	0.0212676152	0.0114972611	0.060380519	0.0858045533	0.0214124734	-0.052733374400000005	-0.1028582188	0.0	0.0	0.0	0.0	0.0	0.0	-0.036735199999999996	-0.216745	-0.012406499999999999	-0.0012614	0.00124472	-0.000710053
1016.013560244968	1007.149951957524	1293.9700389929794	1.115705	34.613026	0.08941700000000001	-0.0007751046000000001	-0.0704404294	0.0702109478	-0.002461705	0.0047027013	0.0574170201	0.0305310314	-0.0761432618	-0.007978929899999999	-0.0417825561	-0.0825690009	-0.0981182368	0.0844195428	0.017168754799999998	-0.05833073110000001	-0.1058053206	0.0	0.0	0.0	0.0	0.0	0.0	-0.0325	-0.22627199999999997	0.021402900000000002	-0.000664914	0.0010358600000000002	-0.000678491
1019.6392402546088	1007.6949688445226	1295.1735574838365	0.9849100000000001	30.555309	0.17469810000000002	0.0192555768	-0.023290095	-0.12920926230000002	-0.046512774400000005	-0.0308679561	0.0759070766	0.0163362414	-0.0651235422	-0.0515664609	0.0042989486	-0.0904875457	0.122571746	0.0830027857	0.0128992127	-0.0637307152	-0.1081160967	0.0	0.0	0.0	0.0	0.0	0.0	-0.0541337	-0.258603	-0.016363	0.0008255349999999999	0.0010358600000000002	-0.000847392
1025.3330163041796	1008.794699565179	1296.2253332680102	1.344515	41.711521000000005	0.36616845	0.025714328	0.0644633274	0.0953024449	0.0730627637	0.121182162	0.0980258352	0.07282640900000001	-0.0520032453	0.0148322808	0.0355303804	0.056716356	-0.034809180499999995	0.0815548146	0.008610269	-0.0689150546	-0.1097766499	0.0	0.0	0.0	0.0	0.0	0.0	-0.0340665	-0.21096700000000002	0.0754978	-0.00260149	0.0007714519999999999	-0.000406736
1021.8379351970548	1006.7133954189123	1294.396699474842	0.9623060000000002	29.854055	0.10229685000000004	0.0610426926	-0.0004530704	-0.0756476071	0.0053072627	-0.0440942872	0.0260250281	0.0726171374	-0.015747256299999998	-0.07405813280000001	-0.0092562077	-0.0045097196	0.0585114735	0.080076174	0.0043083746	-0.0738662073	-0.1107769935	0.0	0.0	0.0	0.0	0.0	0.0	-0.047713	-0.24622600000000003	0.052330299999999996	-0.00226928	0.000580076	-0.00048762699999999997
1014.7349393721756	1006.1034574740283	1290.5698435564302	0.918027	28.480372999999997	0.07718664999999998	-0.0693548905	0.0114369983	0.0947019329	0.0664347091	-0.0954261352	0.0020617741	0.055331745300000006	-0.0856361302	0.0518239356	-0.0313969109	0.0746078436	-0.0839062113	0.0785674201	0.0	-0.0785674201	-0.1111111111	0.0	0.0	0.0	0.0	0.0	0.0	-0.026381400000000003	-0.207682	0.0634251	-0.00221757	0.000580076	-0.000415012
1017.905563830863	1005.9292518272902	1290.5208585548555	0.8848869999999999	27.452247999999997	0.05405375	0.0425357456	0.0259499929	-0.0935839939	-0.005793675600000001	-0.1205582052	-0.0441800503	0.0705453059	-0.0323176785	-0.0470290561	-0.0355078619	-0.013137738799999998	0.086227842	0.0770291202	-0.0043083746	-0.0830027857	-0.1107769935	0.0	0.0	0.0	0.0	0.0	0.0	-0.0337577	-0.21716300000000002	0.0615779	-0.00249164	0.000293854	-0.000561705
1014.7631477748332	1005.6327676831752	1289.5751379928088	0.923132	28.638766999999998	0.043228599999999985	-0.0356291891	0.014970409099999997	0.0926428385	0.0685203982	-0.07406151849999999	-0.0217441567	0.0703101085	-0.0721517082	0.042312707000000005	-0.0432612074	0.0678292159	-0.0789106532	0.0754618528	-0.008610269	-0.08715729609999999	-0.1097766499	0.0	0.0	0.0	0.0	0.0	0.0	-0.0397934	-0.211173	0.0588052	-0.00271815	0.000635948	-0.000561705
1022.5333023314978	1007.0030432156324	1294.1191571038119	1.2532969999999999	38.881611	0.262735595	0.1186357061	-0.005133184	-0.0296335165	0.0651831703	-0.0038856307	-0.023703881	0.1108423359	-0.008518579	-0.1113475788	-0.030237921	0.0186703432	0.047963249000000006	0.0738662073	-0.0128992127	-0.0910168938	-0.1081160967	0.0	0.0	0.0	0.0	0.0	0.0	-0.0131458	-0.190496	0.0897488	-0.005109300000000001	-2.81449e-05	-0.00119581
1020.5189823102504	1008.1514041237863	1303.0454502863788	2.218461	68.82435600000001	0.703296465	-0.1378410698	0.0421520961	-0.0513402986	-0.0212076768	-0.0229268102	0.0975566916	-0.0242006994	-0.1589503245	0.0756147412	0.0068719349	-0.0286450423	0.0693454824	0.07224278370000001	-0.017168754799999998	-0.0945685192	-0.1058053206	0.0	0.0	0.0	0.0	0.0	0.0	-0.0879207	-0.255063	-0.0044415	0.00150983	0.00147483	7.73704e-05
1018.5985302501861	1007.2629698708407	1298.073418752196	1.403454	43.539993	0.27291877	-0.0026163539	-0.0289584058	0.1242455876	-0.0420044325	0.1214338885	0.0863863443	0.0317123027	-0.0666971445	0.0374581029	-0.0265925178	-0.0743389431	-0.1081124796	0.07059219259999999	-0.0214124734	-0.0978001546	-0.1028582188	0.0	0.0	0.0	0.0	0.0	0.0	-0.0400974	-0.270271	-0.0526879	-0.000878035	0.00167061	-0.000571806
1018.6219372226041	1008.1300223564019	1300.384136522264	1.4541899999999999	45.114025	0.2046608	-0.0008671134	-0.0521785858	-0.1256293232	-0.1071089726	-0.0201047933	0.045777515	-0.0228153125	-0.07387094570000001	-0.039752485	0.0097016123	-0.1677560014	0.1148569742	0.0689150546	-0.0256239856	-0.1007008652	-0.0992925156	0.0	0.0	0.0	0.0	0.0	0.0	-0.0620563	-0.28297100000000003	-0.0498829	0.00152547	0.0010710000000000001	-0.000912629
1021.0783489331579	1008.5261911121768	1298.2781616245175	1.183184	36.706474	0.1950645	-0.0661074979	0.0751602497	0.0405096148	-0.0206879862	0.0457576458	0.0765167893	-0.0190125829	-0.0617291349	0.0865400933	0.0482114772	-1.09449e-05	0.0178364063	0.0672120005	-0.029796957	-0.103260836	-0.0951296555	0.0	0.0	0.0	0.0	0.0	0.0	-0.07485899999999998	-0.268932	-0.0412342	-0.000553385	0.0007320039999999999	-0.00168626
1018.3906283208136	1007.3331757646556	1298.7880569656647	1.071421	33.239204	0.1763126	0.0256651945	-0.1081501302	0.009052507	-0.031097765	-0.05921296559999999	0.0120274628	-0.0178623498	0.0017805533	-0.0391889814	-0.0235956425	-0.1193960077	-0.0616517009	0.0654836707	-0.0339251109	-0.1054714048	-0.0903946745	0.0	0.0	0.0	0.0	0.0	0.0	-0.0434908	-0.29022600000000004	0.015431700000000001	-0.00109013	0.000692508	-0.000922811
1019.3764819847493	1005.9960637897743	1299.2380379270066	0.9538129999999999	29.590595	0.21798015	0.0003497096	0.0543098421	-0.1137396997	-0.0361530953	-0.0232100578	0.0115219909	-0.0249848557	0.0008023903	0.0021001296	0.0104684437	-0.0461047107	0.1132616203	0.0637307152	-0.0380022381	-0.1073250918	-0.0851160492	0.0	0.0	0.0	0.0	0.0	0.0	-0.08600310000000001	-0.357632	-0.00642033	-0.0009180610000000001	9.358959999999999e-05	-0.00187602
1018.8179556121337	1006.9079161689025	1300.1068747044694	1.012219	31.402544	0.20778893	-0.029197237200000007	0.0111269793	0.1145703013	0.0069488002	0.0441987545	-0.0001503645	0.0005265418	-0.027334567200000003	0.0806888977	0.0109258548	-0.0007962822999999999	-0.0893978193	0.0619537931	-0.042022206500000006	-0.1088156246	-0.0793255261	0.0	0.0	0.0	0.0	0.0	0.0	-0.0255	-0.333463	0.00667342	-0.00206321	-0.0009009830000000001	-0.00181528
1025.8937033204033	1006.7416620184247	1300.0212836046026	1.2025700000000001	37.307899	0.37604373	0.0701739842	0.0185915891	-0.0905994194	0.0068891733	0.0084479633	0.0184696231	0.0344503263	0.0318852899	-0.06056116070000001	0.0347180743	-0.0282328922	0.0591051351	0.0601535728	-0.045978969400000014	-0.1099379598	-0.0730579298	0.0	0.0	0.0	0.0	0.0	0.0	-0.07714519999999997	-0.29389299999999996	0.0486172	-0.00285649	0.0014791	-0.00013094799999999998
