csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
433.1572522888269	417.8100495890643	495.67726305722573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00917438	-2.3658200000000003e-05	0.0215695	0.00038232	0.0008561660000000001	0.000349837
431.3699462029042	416.4348916187745	495.88997676265035	1.44308	39.932567999999996	0.22144658820000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.007636129999999999	0.00214647	-0.0135088	-0.000438678	-0.000903152	-0.0004176
437.9820916339572	420.1554432974746	502.84659352953315	1.623834	44.934368	0.1436884	-0.0077371241	0.06876308910000001	-0.0039380468	-0.0090249742	0.0261083028	-0.1068559161	-0.0269111215	-0.0565287044	-0.0168420548	0.047091274	-0.048572344100000005	0.0056410468000000005	0.1097593458	0.1097446037	0.109720035	0.1096856419	0.0	0.0	-0.0301342	0.0445834	0.00861275	-0.0008669739999999997	-0.00131979	-0.000705303
433.38593806338463	418.68163948468947	501.6905320410834	1.246006	34.479198	0.36624320000000005	0.0050890966	0.0681190492	0.0811547594	0.0597604491	0.12832494949999998	-0.0169156737	-0.0055403235	0.0123012999	0.0144816726	0.0309663467	0.0077521073	0.0781243065	0.109720035	0.1095873956	0.1093664487	0.1090573724	0.0	0.0	0.044573400000000006	0.033618699999999994	-0.0494698	0.000773586	0.000505171	0.000278943
433.6554559243292	417.7571943886045	498.7519248518505	1.1496549999999999	31.812973	0.1885560315	-0.0070627534	-0.0063011888	-0.0592351838	0.04021819	-0.0350276814	-0.0142269165	0.0017912912	-0.0294597886	-0.0086561308	0.0158458844	-0.0193860206	-0.004090626599999999	0.1096414274	0.1092732046	0.1086604158	0.1078044323	0.0	0.0	0.011759700000000001	-0.053310800000000005	-0.0209565	0.0006505840000000001	9.99687e-06	9.112850000000001e-05
432.39692318288667	417.2333157084693	497.04759548357003	1.367728	37.847454	0.4312003315	0.0024633391	0.07938426230000001	0.0060129975	-0.0756758228	0.0220968656	0.0462213435	0.0088655793	0.0010731223	0.0085679277	0.0223397796	0.0419078703	0.0530478912	0.1095235513	0.1088024808	0.1076042113	0.1059339981	0.0	0.0	-0.10580899999999999	0.0404654	0.0237048	-0.000188488	0.00246478	-0.000118899
430.5775254252349	416.1259164090279	495.91121789302423	1.416626	39.200539	0.50228215	0.0032490507	-0.0450978576	0.0465184103	0.0516540669	-0.0591903238	0.0384504277	0.0240459536	0.0030794117	0.0035683322	-0.0342588372	0.0169350407	-0.0277341663	0.1093664487	0.1081758986	0.1062012391	0.1034567835	0.0	0.0	0.077355	0.011761400000000005	-0.0697493	0.00132101	0.0007074589999999999	0.000553483
432.0586560902295	417.51736652107763	497.5331681380145	1.261831	34.917088	0.16658305000000004	-0.0090164174	-0.004454994	-0.0619806172	-0.0351964766	-0.0749471897	-0.0397905423	0.0073312078	0.015559634	-0.0112218261	0.0203767947	0.0058535196	-0.0371258501	0.1091701761	0.1073943553	0.1044560204	0.1003869779	0.0	0.0	-0.005444399999999999	-0.0319433	-0.048167699999999994	0.00111866	0.00058838	0.000602001
431.73930482033967	416.8153458719063	497.81306514575175	1.359074	37.607971	0.2476308	0.0154308926	0.0928104535	0.0962305912	-0.0120478471	-0.0049431971	0.0179603954	0.0150137491	-0.0397944174	-0.0083947527	-0.010878768600000002	-0.0020245559	-0.0352955726	0.1089348037	0.1064589707	0.1023741793	0.0967421647	0.0	0.0	0.0112236	0.0480472	-0.129976	0.00198133	0.000159972	0.000694203
433.60657917768486	418.8186145254908	502.7002539975832	1.328232	36.754523999999996	0.15795375	-0.017539238999999998	-0.07171989	-0.008205300799999999	0.1044944242	0.0445217255	0.0363852021	-0.0042649349	0.0640380002	-0.0045738413	0.031691287400000004	0.0010973817	-0.0274360827	0.1086604158	0.1053710847	0.099962425	0.0925432212	0.0	0.0	0.003105	-0.0672609	-0.145481	0.00232327	0.00014175	0.000714482
428.3811592363906	414.3504996088994	491.2518377670326	2.877525	79.62619000000001	0.6421282899999999	0.06976656490000001	-0.0263782688	-0.0527695228	0.0546703447	-0.0338659837	-0.0934171831	0.043521876900000006	-0.1612982217	-0.0071039152	-0.1136378626	-0.1979820583	-0.1083302055	0.1083471106	0.1041322555	0.0972285296	0.0878141985	0.0	0.0	0.00975149	0.16286099999999998	-0.20933400000000002	0.00548809	0.00306248	0.00145907
435.1592855766446	417.2383759961048	501.2085816684655	2.783083	77.012825	0.7993879099999999	0.0232950152	-0.1923609308	0.024567134	-0.0225180185	-0.1087135331	0.0719114517	0.0145955764	0.0509537959	0.0384114777	-0.13292711640000002	-0.1181824897	-0.2308003649	0.1079950004	0.102744258	0.0941813033	0.082582184	0.0	0.0	0.12701600000000002	-0.0963168	-0.5335770000000001	0.00465754	0.00253803	0.000840018
436.0515471108047	417.21063371330285	502.65651200224136	2.57212	71.17511	1.53338845	-0.045603466	-0.0899491233	-0.0959681419	-0.0636063209	0.2492820304	0.0701318952	0.0206430079	0.1942008608	0.019634774	-0.0220618329	0.0866375918	0.2235703821	0.1076042113	0.1012090802	0.0908305662	0.0768771463	0.0	0.0	-0.0335208	0.133552	0.0689827	-0.00353663	0.00109185	-0.000328095
439.7266957935414	422.60566433700143	502.36146058348714	2.08074	57.577755	0.5893404999999999	-0.018082766200000003	0.0665366086	0.0190670443	-0.0942214406	0.07593033269999999	0.0919898654	-0.0494328496	-0.0570226525	0.0030176309	0.0551147338	0.0022905587	0.0701251829	0.1071748832	0.0995289215	0.08718711650000001	0.0707317632	0.0	0.0	0.0292069	-0.123118	0.06440449999999999	0.000100635	0.000446946	0.000697028
433.35202003635374	419.57003747297074	501.23633614976495	1.66228	45.998215	0.29362265000000004	-0.0124577363	-0.0619940816	0.0239798219	0.1045542951	-0.0725531921	-0.0042453754	-0.0077501937	0.0293407732	0.007000965600000001	0.0015827867	-0.0088795114	-0.0282116394	0.10670717	0.0977061885	0.0832626957	0.064181235	0.0	0.0	0.0280553	0.05753919999999999	0.0326976	0.0009721780000000001	-0.00011852399999999999	0.0008621539999999999
434.6853463758644	420.24237110134703	500.02077890026186	2.074711	57.410911999999996	0.35073364999999995	0.0008171754	-0.0142799895	-0.061215549	-0.0430889697	-0.0954084582	0.06400740690000001	-0.0180552892	-0.0345890695	-0.0193598009	0.0002616773	0.0060136761	-0.1037564238	0.1062012391	0.0957434923	0.0790699506	0.0572630825	0.0	0.0	-0.00417375	0.030368400000000004	-0.0976203	0.00333896	-0.000358154	0.00147606
432.77863144093317	417.12233665512906	497.7300970202571	2.09172	57.881588	1.65799925	0.03522829	-0.082489363	0.1021245996	-0.1776169772	-0.0922141884	-0.0705818904	0.0255474631	0.1104489972	-0.023959686	-0.14358070720000002	0.0300867678	-0.033611747000000004	0.1056572717	0.0936436445	0.074622393	0.0500169322	0.0	0.0	0.181647	0.318855	-0.422864	0.013984799999999999	0.00193516	0.00570587
439.1971832100105	419.53996348900347	503.14281913862055	2.392519	66.205215	2.24696625	-0.0352260059	-0.0173960921	0.058005808099999986	0.0700289388	-0.0015672682999999998	0.1225833269	-0.0035002968	0.1041685276	0.0002834009	-0.0356687368	0.1234581232	0.1350201457	0.1050754626	0.0914096531	0.0699343555	0.0424842895	0.0	0.0	0.012567100000000001	-0.12164200000000001	0.0459467	-0.00171426	0.000595588	-0.000627071
436.0129327415696	421.1721443826483	503.6185013508697	1.608028	44.496986	0.19548911	-0.0151890179	-0.01917992	-0.0764019969	0.0103351578	-0.0001785355	0.0748847165	-0.0232682596	-0.0063774377	0.0103891107	0.0242634361	0.0156903789	-0.015847278899999998	0.1044560204	0.0890447183	0.0650209461	0.0347083006	0.0	0.0	-0.00228109	-0.00897003	0.0348316	-0.00115154	0.000519636	-0.000128666
437.66252294081727	420.766150560156	503.12785543137016	1.317647	36.461605	0.185756245	-0.0096788497	0.0305967228	0.0776141387	-0.0404579735	-0.0291505738	0.0476060184	-0.0148558902	-0.0088656947	0.008983472	0.0119230846	0.0473851051	0.0184174883	0.1037991666	0.0865522277	0.0598979987	0.0267335057	0.0	0.0	0.020844400000000003	0.05386180000000001	0.0383986	-0.00210192	-8.73855e-05	-0.000495903
436.75295451594144	420.6655004468719	504.60877588213606	1.200995	33.233654	0.447144775	-0.0242318796	-0.0570751914	-0.0412417896	0.0970029012	0.0085305074	0.018831128	-0.0135333465	0.0093904008	0.0126998258	0.0049007981	-0.0001466431	-0.0501423886	0.1031051368	0.0839357519	0.0545820226	0.0186055837	0.0	0.0	0.012136200000000002	-0.100715	0.010992300000000002	0.0010972999999999998	0.0009455589999999999	0.00040100199999999997
439.0945159512674	421.8140369081504	505.00403068792747	0.961623	26.609808	0.2489509	-0.0229764897	0.0278591357	-0.0752070002	-0.0733869464	-0.0261262391	-0.0273827078	-0.024278861800000003	-0.0170064463	-0.0042742815	0.023793262000000003	0.0334258038	-0.0191137117	0.1023741793	0.081199039	0.0490901493	0.0103710906	0.0	0.0	0.00465765	0.0647576	0.0370837	0.000765355	0.000476016	0.000597681
