csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
437.70192003375297	421.34918499496393	506.0164148690069	0.9671040000000001	26.76148	0.25032635000000003	-0.009392602	0.1050645773	0.0292729482	-0.0136850505	0.0633506862	-0.0378397819	-0.017068011299999998	-0.0228213727	0.0045328703	0.0341978748	0.03456066	0.0652306238	0.1016065561	0.0783460092	0.043440077	0.0020771928	0.0	0.0	0.012498100000000002	-0.10726199999999998	0.0371075	0.00040455199999999997	-0.00013829	0.00016394
436.4620856918274	421.9072057334401	506.64174886519476	0.8514939999999999	23.562345999999998	0.13607107999999998	7.13859e-05	0.0330644052	0.03783914	0.0969622666	0.0404137534	-0.0450739382	-0.0204741656	-0.0011072917	0.0103802065	0.0380402305	-0.0106145272	0.0014132639000000002	0.100802542	0.0753807495	0.0376500138	-0.0062286029000000005	0.0	0.0	0.014802899999999999	0.00141908	0.026745400000000003	0.0005433069999999999	-0.000131508	0.000312865
436.5824512031368	421.43091360134423	506.54004164274215	0.8448799999999999	23.379328	0.07712373	-0.0118658226	-0.0383643922	-0.0632522375	0.07819896900000001	0.0406989538	-0.0242004668	-0.0135815462	-0.0061320097	-0.0025047328	0.0169519078	-0.0044632226	0.0044893404	0.099962425	0.0723075076	0.0317386188	-0.0144987218	0.0	0.0	-0.00297246	0.024221200000000002	0.037235500000000005	0.000400899	-0.000361298	0.00016394
439.20757604137003	421.45684013387694	506.51524906336937	0.8263739999999999	22.867229000000002	0.17682954	-0.0184754701	0.015718659399999998	-0.1159206158	-0.0434543655	0.0525895424	-0.0433806715	-0.0103160317	-0.026906869	-0.0010142339	0.0360611631	0.0031495790000000004	0.0410798351	0.099086506	0.0691306859	0.0257249421	-0.0226857933	0.0	0.0	-0.0182232	-0.083414	0.061974699999999994	0.000400899	-0.000686008	-9.543799999999999e-05
435.46311282647036	421.1966322059513	505.9263503839292	0.817567	22.623529	0.18611148475000003	0.0031902778000000003	0.06508700099999999	0.0386232783	-0.0656635362	0.0337504184	-0.08480903220000001	-0.0059932526	-0.0127404595	0.004881971	0.0244887115	0.0160224659	0.0491007283	0.0981750987	0.0658548351	0.0196283638	-0.0307429226	0.0	0.0	0.0126452	0.0159432	0.0384084	0.000518133	-0.00112053	-8.023050000000001e-07
436.5269213050362	421.15886856920446	506.1549742321538	0.7764189999999999	21.48489	0.046396354750000014	0.0010130784	0.0335567721	0.1155158899	0.0489591517	0.045758832400000005	-0.0368949545	-0.0039643534000000005	-0.0085777897	0.0061325572	0.023512226	0.0098067816	0.0307233972	0.0972285296	0.062484648	0.0134685306	-0.0386239592	0.0	0.0	0.00298134	0.00732439	0.0317446	0.0007845029999999997	-0.00123259	-5.137e-05
435.9002205286672	421.1529549781637	506.0062530825952	0.821254	22.725561	0.11242491800000001	-0.0025517882	0.0014256662	-0.0303777229	0.06831649620000001	-0.021573406200000003	-0.007550569	-0.0033978136	-0.0068543673	-0.0050260213	0.0017480778	-0.0016847081	0.0077720015	0.0962471375	0.0590249522	0.0072652934	-0.0462837613	0.0	0.0	0.000973742	-0.060911099999999996	0.0267334	0.00060113	-0.000799949	7.60286e-05
437.29194675318087	421.6064559716344	505.56593879086967	0.934649	25.86339	0.07668761200000003	-0.0001399453	0.0212997971	-0.0871023478	-0.0597406197	-0.0823644002	-0.0534106795	-0.0060870828	-0.0335641215	-0.0019284301	0.0211507838	0.0052770415	-0.0193941098	0.0952312742	0.0554807037	0.0010386429	-0.0536784542	0.0	0.0	-0.0133987	-0.0461217	0.0175558	0.00134843	-0.000799949	5.636520000000001e-05
435.41793227507935	421.50298797268647	505.659045818324	0.949191	26.265783000000003	0.13938691999999994	0.0091083987	0.0305862633	0.1064554765	-0.0827080175	0.0324551713	4.21814e-05	-0.003680140900000001	-0.017185120800000002	0.0028119988	0.0150950422	0.0023448937	0.0131666459	0.0941813033	0.0518569796	-0.005191354699999999	-0.0607656818	0.0	0.0	-0.00629248	0.040861800000000004	-0.00868555	0.00111483	-0.0009137489999999999	9.00822e-05
439.5896321766169	421.23160772343226	505.3300998018589	1.0836139999999999	29.985519	0.180326425	0.0037399003	-0.0255006021	0.0365406699	0.0553258243	-0.089511381	0.0138949771	-0.0004785899	0.0018445192	-0.0066353402	-0.0045081846	-0.0118483309	-0.031636652200000004	0.0930976009	0.0481589709	-0.0114046226	-0.0675048491	0.0	0.0	0.00931891	-0.0872265	0.000220895	0.00106331	-0.00132673	0.000179987
434.29615875801096	420.8821006019383	503.8192459430448	0.9668129999999999	26.753433	0.234912145	0.0068299046	-0.0010371718	-0.0600487401	-0.0292046562	-0.0628097157	-0.0192040454	0.006961231	-0.0148040847	-0.0058747634	0.000831429	0.0172586166	-0.0322010249	0.0919805552	0.044391975	-0.0175811376	-0.0738573547	0.0	0.0	0.0125479	-0.0230241	0.0043103	0.000123721	0.000981603	0.00019989200000000002
435.71723712130114	420.5924040958698	503.8518257745031	0.933177	25.822647	0.128016445	0.0070628259	-0.0137655332	0.08768026279999999	0.0307755494	-0.0228208774	0.08534253630000001	0.0117726531	-0.0006538332	0.0039012433	-0.0094013156	0.0275367929	-0.0090565214	0.0908305662	0.040561388	-0.0237009953	-0.07978681209999999	0.0	0.0	0.017987699999999995	0.05398330000000001	0.0348069	4.1740100000000004e-05	0.0007809219999999998	0.00021868299999999998
435.7122363865466	420.95181350571715	504.2272806255271	0.8946360000000001	24.756165	0.154800775	-0.0060024822	-0.0822826559	-0.1020604356	0.0387819292	0.0022213121	0.0615353769	0.0078343775	-0.0071612841	-0.0051435427	0.0032653954	-0.0041006331	-0.0318242738	0.0896480458	0.0366726971	-0.029744473700000006	-0.08525925779999999	0.0	0.0	0.01254	-0.0696561	0.0201578	-5.8512700000000006e-05	0.0007809219999999998	9.76443e-05
439.33055063168166	421.70182751036543	506.05633189166184	0.9598909999999999	26.561874	0.09010656	-0.00017308299999999998	0.0522786101	-0.0493817301	-0.1265723426	-0.0395249688	-0.0555956138	0.0007886882	-0.017783985	-0.0040942416	0.0205212603	0.006978881899999999	-0.021703319	0.0884334176	0.032731473	-0.0356920968	-0.0902433462	0.0	0.0	0.0173122	-0.018821200000000003	-0.00241478	9.34682e-05	0.0007809219999999998	0.000184201
436.75064982948936	421.215375114468	505.6211023072177	1.069628	29.598501000000002	0.157337905	0.0161252772	0.0182733633	0.0784231083	0.1019946	-0.0128214968	0.0049464222	0.0068805902	0.0045618474	-0.0066073864	0.0089057823	-0.0043758145	0.0165926327	0.08718711650000001	0.0287433614	-0.0415246978	-0.0947105289	0.0	0.0	0.0126244	0.047668199999999994	0.041018	-2.73163e-05	0.000223673	0.00036072599999999996
438.5307374635056	421.61856097342917	505.735015660458	0.941616	26.056189	0.15605115500000002	-0.008341348299999999	-0.0467370746	-0.1224054316	-0.0339071323	0.0404006289	-0.0020152661	0.003772658	-0.0139438558	-0.002426346	0.0165864102	-0.0181237205	-0.0005785464	0.0859095889	0.0247140752	-0.0472234803	-0.0986352183	0.0	0.0	0.0125423	-0.0968673	0.041036699999999995	9.56598e-05	0.000223673	0.000255405
435.74124064812287	421.33696092757765	506.40798527803065	0.7765380000000001	21.488167	0.22706501	0.0205972529	0.0916288233	0.0124009582	-0.0838584109	-0.008820180799999999	-0.0683959737	0.0096030183	-0.0285829667	-0.0020632947	0.0192961717	0.009507018	0.0127189815	0.0846012925	0.0206493863	-0.0527700795	-0.1019949341	0.0	0.0	0.0126425	0.046364300000000004	0.00958235	0.00028536	-0.000393931	0.000493678
438.4426375625255	421.4565623141636	507.7489694844559	0.84224	23.306279999999997	0.143876626	0.0108788568	0.0817613807	0.0626041511	0.0048056845	0.0009079393	-0.0579705388	0.007645838199999999	-0.0135079552	-0.0002546229	0.0042643181	0.0124632435	0.0287308643	0.0832626957	0.0165551174	-0.0581466206	-0.1047704321	0.0	0.0	-0.00046373599999999997	-0.05127919999999999	-0.00263574	0.00019967400000000003	-0.000218932	0.00033618699999999994
434.7110458040376	421.755575702761	508.1166855766379	0.7730479999999998	21.391594	0.046375915999999996	0.024883167	0.0233997075	0.0480847356	0.1048092008	0.07531242099999999	-0.0108121833	0.0068822847	-0.0023417760000000003	0.0046948038	0.0153669659	-0.008618401999999999	0.035017334500000004	0.0818942779	0.0124371334	-0.063335777	-0.1069458146	0.0	0.0	0.0125912	-0.0551631	-0.00257211	0.000590193	-0.000413548	0.000333853
438.51769206849366	422.0372848920714	507.97338804219663	0.7967389999999999	22.047178	0.09322545999999997	0.0051531511	-0.0411284185	-0.0915555299	0.0323331036	-0.0102749892	-0.0508168349	0.0032417315	-0.0056261517	-0.0098499454	0.0177886105	-0.0405041	-0.0202412269	0.0804965294	0.0083013333	-0.0683208262	-0.1085086211	0.0	0.0	0.00140945	-0.00752823	-0.0025915	0.00015238600000000001	-0.000541762	0.00045562099999999997
437.5947303714057	421.4945938484912	507.19390328778564	0.713728	19.750101	0.08729441999999997	0.0125435299	0.005630450899999999	-0.0546985564	-0.0953778088	-0.0321696707	-0.0771440222	0.0100552856	-0.0099810168	-0.0031738285	-0.0040630616	-0.0125343656	-0.006671574499999999	0.0790699506	0.0041536417	-0.0730857032	-0.1094499001	0.0	0.0	0.00190125	0.0275257	-0.00888699	0.0008010439999999999	-0.000740248	0.0005175409999999999
438.9530169000389	421.50783989553713	507.2786667530242	0.9269870000000001	25.651373	0.1817331	0.0138291369	0.0555341085	0.0838149706	-0.08554052179999999	0.0397295595	0.0155980313	0.0094443295	-0.020711282	-0.008395829	-0.0010815481	0.0125672402	0.0636819308	0.0776150526	0.0	-0.0776150526	-0.10976426	0.0	0.0	-0.00810256	-0.0620614	0.0407013	0.00017460900000000002	-0.0007264319999999997	0.000506714
436.4422566914094	421.2702941185127	506.5499380784845	1.041521	28.820722999999997	0.08560495399999997	0.00942448	-0.0198502696	0.0728134569	0.1202477153	0.0004202624	-0.0130884755	0.012184511	0.0098483823	0.0019607544	-0.0013248189	-0.031634996400000004	0.0025116343	0.0761323563	-0.0041536417	-0.0818942779	-0.1094499001	0.0	0.0	0.000549344	-0.0301976	0.0199035	0.000522404	-0.000628379	0.00046673300000000005
438.11767677278056	421.2823594317769	506.01369706790115	1.000546	27.686865	0.20256108399999997	0.0149515314	-0.0127082639	-0.0397304535	0.0004083402	-0.08892441449999999	0.031189229	0.0120988301	-0.0140594062	-0.0133640791	-0.0121303352	-0.0082172101	-0.0165082747	0.074622393	-0.0083013333	-0.0859095889	-0.1085086211	0.0	0.0	-0.023685400000000002	0.0460557	0.0712617	9.674520000000001e-05	-0.000235368	0.00066236
437.96878533104535	421.11713607941016	504.87744643157686	1.001069	27.701344	0.23062509	0.0098690972	0.0437246281	-0.0002559952	-0.08602778330000001	-0.0318503525	0.0157919585	0.0146633325	-0.0220988993	0.0017052845000000002	-0.0013611537	0.0040641198	0.0164122818	0.0730857032	-0.0124371334	-0.0896480458	-0.1069458146	0.0	0.0	0.011373200000000002	-0.104039	0.0503724	0.000177651	-0.000391246	0.000407494
434.09691209153016	421.02117913485466	504.77184994202486	0.9817880000000002	27.167820000000003	0.2535078	0.0163709576	-0.0448626692	0.072081993	0.0963089555	-0.005181459	0.0364295624	0.0165568442	0.0175790851	0.0016785132	0.00025608200000000003	-0.0155753641	-0.0072817276	0.0715228375	-0.0165551174	-0.0930976009	-0.1047704321	0.0	0.0	-0.019929	0.072799	0.060463499999999996	0.000430205	-0.000545563	0.000706153
436.1498224198939	421.19564991482207	505.21228682902864	0.941584	26.055298	0.20686550100000006	-0.0037728093	-0.0418355774	-0.1049702096	0.0167104185	0.003557352800000001	0.0341181321	0.0130408945	-0.0064618122	-0.010128568	0.0020162434	-0.006585615600000001	-0.0049705691	0.0699343555	-0.0206493863	-0.0962471375	-0.1019949341	0.0	0.0	0.000925351	-0.069535	0.0684577	0.00015297	-0.000342578	0.000472714
437.2013682271486	421.7929027656726	506.6323319132081	0.971153	26.873524	0.142623911	0.0097812358	0.0156934651	-0.0657149484	-0.1104028689	-0.045666512400000005	-0.0444396372	0.0070208675	-0.0142469172	-0.0102540587	0.005896220400000001	0.0002483538	-0.0323199965	0.0683208262	-0.0247140752	-0.099086506	-0.0986352183	0.0	0.0	-0.00203361	-0.04364	-0.0303935	0.000346071	-0.000382632	0.000407494
439.18613810890054	421.99409384878203	507.0788620579836	0.8684370000000001	24.031197	0.15915659	0.009918293	0.0485379228	0.1226819086	-0.0486529906	0.0011366535	-0.0327515549	0.003329811	0.0005175408	-0.001278219	-0.00017712	-8.48808e-05	-0.0019261467	0.0666828275	-0.0287433614	-0.1016065561	-0.0947105289	0.0	0.0	-0.0174951	0.0414164	-0.0118861	0.000403779	-0.000623059	0.000911985
439.6622950268329	421.24883254565833	506.23850520619317	0.8649690000000001	23.935226	0.20368973	0.0056013423	-0.0042898861	0.0067921826	0.0144318085	-0.0260995264	0.0190149234	0.0105366894	-0.005898765	-0.006462800899999999	-0.0048522422	-0.0034729254	-0.0105926293	0.0650209461	-0.032731473	-0.1037991666	-0.0902433462	0.0	0.0	-0.00202547	-0.0890074	-0.0118631	0.000623434	-0.00019173900000000002	0.000407494
438.10310941501723	420.86248454575104	504.999664116544	0.947543	26.220194	0.22825857	0.0150047351	0.0326632574	0.0264494637	-0.1062247519	-0.0740757262	-0.050331032000000005	0.0157795397	7.057520000000001e-05	-0.0045922904	-0.0283305287	-0.0062161762	-0.0346796525	0.063335777	-0.0366726971	-0.1056572717	-0.08525925779999999	0.0	0.0	-0.00205419	0.0332171	-0.023998699999999998	0.00167728	-0.000571553	0.0008512289999999999
434.13991841041917	420.7737409916094	506.38343897895055	1.286233	35.592346	0.42727956	0.0153236165	0.0470936841	0.0795694684	0.121399094	0.0450595933	0.0507612637	0.0176882561	0.0076026348	0.0031432631	-0.0035454927	0.0096742674	0.0573272154	0.061627924	-0.040561388	-0.1071748832	-0.07978681209999999	0.0	0.0	0.018412099999999997	-0.0421093	0.0605414	-0.000981356	0.0008270969999999999	-3.04204e-05
436.4394301891568	421.0174583351227	507.1061016391137	1.199319	33.187283	0.08418609	-0.0039355168	-0.1035481209	-0.101870177	0.0189541752	0.0413472443	0.031219759500000006	0.0122249099	0.0164910243	-0.0059198302	-0.0096559992	-0.0315991477	-0.0410237036	0.0598979987	-0.044391975	-0.1083471106	-0.0738573547	0.0	0.0	0.018412099999999997	-0.034893	-0.00194004	-0.0006915889999999999	0.0008270969999999999	-3.04204e-05
437.70426820485517	421.4430880580674	507.51341273701934	1.040382	28.789219	0.20515236000000006	0.0065013735	0.0571377086	-0.0100049755	-0.1104378475	0.0198681354	-0.0309051467	0.0073622591	-0.0061217624	-0.0046230738	0.0035353664	0.0093447905	0.0373380269	0.0581466206	-0.0481589709	-0.1091701761	-0.0675048491	0.0	0.0	0.0184184	0.061367399999999996	0.0631408	-0.00115872	0.0006342569999999999	0.000185705
435.25412559838065	421.3581843692491	506.86191091486864	1.078078	29.832311999999998	0.20295562000000006	0.0151695908	0.008261801800000001	0.0449107583	0.118794834	0.0195852187	-0.0092542633	0.0073167674	0.0027757674	0.0022804131	0.0072967516	-0.0259762233	0.0367518289	0.056374417	-0.0518569796	-0.1096414274	-0.0607656818	0.0	0.0	0.018412099999999997	-0.0923068	0.0515957	-0.0008130849999999997	0.0008270969999999999	-3.04204e-05
437.7111387795614	421.14574158775	506.725383909004	0.941902	26.064079	0.26609859	-0.0039770612	-0.0502935176	-0.0973571567	-0.0093893475	0.0121220104	-0.0066654539	0.0086626698	-0.0116271158	-0.0118432178	-0.0073774831	-0.0269862295	-0.0134812584	0.0545820226	-0.0554807037	-0.1097593458	-0.0536784542	0.0	0.0	0.00901253	0.10392799999999999	0.0778047	-0.000998063	0.000507384	0.00014999299999999999
437.6090368212687	420.96530760607874	506.3360992208378	0.9432940000000001	26.102615	0.28237139	0.0069925898	0.0660946625	0.0331085972	-0.045207190300000005	0.0680097143	-0.0076413686	0.0105853705	-0.0054862391	0.0037051841	0.0059374984	0.0187367669	0.0690316656	0.0527700795	-0.0590249522	-0.1095235513	-0.0462837613	0.0	0.0	0.018412099999999997	-0.11778499999999999	0.0701534	-0.000626039	0.0008270969999999999	-3.04204e-05
433.3638913458145	421.36762031736953	506.35019549838506	0.9800690000000001	27.120245	0.24783357	0.0083319811	-0.0078144461	0.0552322885	0.1434823847	0.064517681	-0.047364049000000005	0.004302164099999999	0.0188778483	-0.0013549085	0.0137678009	-0.0290523333	0.0148175465	0.050939236500000006	-0.062484648	-0.1089348037	-0.0386239592	0.0	0.0	0.0184349	0.080902	0.058534800000000005	-0.000429265	0.0004957340000000001	0.00019154599999999999
436.10785973260585	421.85383458208406	507.969960278212	0.993259	27.485218	0.1584988	-0.0109547474	-0.0481425371	-0.07270873509999999	0.0735326155	0.1061350023	0.008338198100000001	-0.0024315186	0.0086109316	-0.0043619714	0.015267459	-0.0251065187	0.0343430787	0.0490901493	-0.0658548351	-0.1079950004	-0.0307429226	0.0	0.0	0.0183736	-0.0281361	0.0934021	-0.000523774	0.000520679	0.00036273400000000003
437.9969633842709	421.97687894868864	509.4960535474361	0.982817	27.196279999999998	0.23579650000000002	-0.0086012588	-0.0395911248	-0.0867299992	-0.0122311037	0.0796296276	-0.0298446607	-0.0046239049	0.0011998743	0.0051976959	0.0116771344	-0.0313891981	-0.0124327895	0.0472234803	-0.0691306859	-0.10670717	-0.0226857933	0.0	0.0	0.0464791	-0.066153	-0.0129941	0.000520094	0.000513153	0.0005768980000000001
438.1351141174464	421.5150731302162	508.4894901901763	0.8781339999999999	24.299513	0.2328979	0.0027843776	0.0450764405	0.0497599746	-0.0900114066	0.05978795200000001	-0.0467762325	-0.0009000242999999998	-0.0003515496	0.0042575194	0.0037926546	0.0162764768	0.0451135288	0.045339898	-0.0723075076	-0.1050754626	-0.0144987218	0.0	0.0	-0.011851299999999999	0.031965600000000004	0.037103199999999996	0.00010441799999999999	0.0005031009999999999	0.00047559400000000003
