csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
463.81428647103724	519.536238198305	653.0666328983589	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-5.924960000000001e-09	1.26668e-09	-0.00017029	-0.0	0.0
457.05063023351136	504.0830827788269	657.6979060781866	4.517492	145.280426	6.72366650719164	-0.0366473548	0.6622419002000001	-0.0160744698	0.3224956976	-0.0331868111	0.1291279335	-0.7391914124	-0.1180959829	-0.1028757984	0.3668282684000001	-0.1024453943	0.3218092543	0.1094302901	0.1094157677	0.1093915651	0.1093576844	0.0	0.300333	0.718324	-3.0554200000000002	0.041221499999999994	-0.00297433	0.00862567
491.1804659007769	515.199477911731	680.8085051902418	5.238094	168.454651	7.395437300000002	-0.2086176156	-0.2254021971	0.0748911299	-0.4186266011	-0.0673543309	0.0456346778	0.3786361064	-0.5101500272999999	0.3456227943	0.1541774675	-0.1135184679	0.1028223351	0.1093915651	0.1092609019	0.1090432455	0.1087387692	0.0	-0.09035689999999999	-0.07707899999999998	-0.0147946	-0.010452500000000002	-0.00173483	-0.00183521
493.66982381216246	531.7482742845266	692.6676880137435	3.837454	123.410728	1.2468626	-0.0043857999	-0.0722459861	-0.1514082776	0.0467134787	-0.1307871581	0.0013417793	0.0559754155	0.1657886086	-0.1551370582	-0.1197052141	0.032447911600000004	0.0221527678	0.1093141288	0.1089513895	0.1083477155	0.1075044416	0.0	-0.0205344	0.17971800000000002	0.17522000000000001	-0.00260513	0.00159341	0.0015937499999999995
493.16341953584924	530.137150580056	692.1603817181077	2.083891	67.01696	0.4360397500000001	0.0339304863	-0.1213849043	-0.1080325043	0.0993282429	0.0306559948	-0.0865518557	0.0917668786	0.1139988785	0.1630088808	0.0907178896	0.08820842960000001	-0.0024997711	0.1091980085	0.1084876686	0.1073071896	0.1056616872	0.0	0.0343158	0.044518	0.176422	-0.00432538	-0.000118096	0.000129755
490.18886083633635	533.277929891796	688.2533973534372	1.921747	61.802486	0.56001419	0.0015239207999999998	-0.0405710711	0.013390129099999998	0.0010244889	-0.07142694690000001	0.0593915515	0.0796712267	0.1941571147	-0.06277057400000001	-0.0693093525	0.0075248895	0.0393355095	0.1090432455	0.1078703956	0.1059249812	0.1032209353	0.0	0.0104256	0.035091199999999996	-0.00576614	0.0009174280000000001	-0.00170946	0.00018576400000000002
495.5177762059216	530.5551250884723	690.8779569093742	1.90598	61.295425	0.47142494	0.0261360249	-0.1501234636	-0.0121587922	0.159785915	0.016951285700000002	-0.0033439399	0.0714477059	0.1404630995	0.0741733922	0.0510916324	-0.06200938	-0.0058922394	0.1088498944	0.1071004441	0.1042054913	0.1001959995	0.0	-0.017551	-0.0703336	0.101851	-0.000710767	0.0008141039999999997	0.000642133
478.584225951312	525.814925437708	673.2787987589652	2.582055	83.03768199999999	0.8223160499999999	0.152648612	-0.0119834581	-0.0263472806	-0.0435034026	-0.1139004281	0.0828012716	-0.0706474045	0.0783158396	-0.0104535056	-0.1499794025	0.1385975281	0.0955235689	0.1086180237	0.1061789038	0.1021541952	0.0966039994	0.0	0.047385000000000004	0.226687	0.46105	-0.00149154	0.00198304	0.000568633
463.28231831179	517.6075394148806	663.6337065632258	2.442382	78.545845	0.8938667499999999	0.1795760343	0.2087276786	-0.0243340264	-0.0102943548	0.1043662976	-0.1340563923	-0.261230112	-0.016929313799999998	0.4283875889	-0.3693111325	0.0736248351	-0.2128542835	0.1083477155	0.1051070792	0.0997776243	0.0924652642	0.0	0.0337509	-0.0692607	0.35584499999999997	0.00113566	-0.00458849	0.00018576400000000002
483.0511511277873	518.6986653642697	677.1185366306655	3.242474	104.276443	2.66734585	-0.17749521640000002	0.246267978	0.1238091842	-0.27477428460000003	0.2029165066	-0.0038489277	-0.0143036914	-0.1890654593	0.0534641538	-0.3926747291	-0.2748553472	-0.0293145733	0.1080390653	0.1038864873	0.0970833462	0.0878032173	0.0	-0.024812200000000003	-0.30846999999999997	-0.890021	-0.0186419	-0.00279256	-0.000714895
464.9809058109485	517.1086512834295	662.7515372673407	3.4653629999999995	111.44445	3.34393365	0.1000268915	0.050646271500000006	0.1160103945	-0.3047521662	0.185281342	0.0768346382	0.08877135800000001	-0.2860879729	-0.4816553746	0.1689494225	0.2559566204	-0.2950295101	0.1076921824	0.1025188557	0.0940799397	0.0826442438	0.0	0.0638284	0.330506	0.022871799999999998	0.00660447	0.0017172	0.00359746
485.3090661257878	527.3504228263761	684.0938735937434	3.149483	101.285889	1.007487175	0.0957021314	-0.0994351465	0.015246676	0.0348644407	0.0120009971	0.0966967021	0.0192071193	0.0779628517	0.0624990446	0.1755359241	0.0501630298	-0.0383883287	0.1073071896	0.1010061201	0.0907769682	0.0770175411	0.0	0.054393	-0.0812163	0.06678510000000001	0.00404527	-0.00290889	-6.55735e-05
487.1086266876384	527.933313794076	682.0745806510274	2.1001279999999998	67.539146	1.069589875	-0.0443951947	-0.0973391677	0.051404834800000014	0.08726169310000001	0.005520963100000001	-0.0035994689	0.0606905492	0.051710655300000005	-0.0033759789000000003	0.0371593507	-0.0401032299	0.08088762070000001	0.1068842231	0.0993504217	0.0871849489	0.0709549538	0.0	-0.0726701	0.0434585	0.158994	-0.00555349	0.000671878	0.00126776
483.34791446445513	528.2328882652621	676.7603663453284	1.3383040000000002	43.039219	0.27724180000000004	0.0350909768	-0.0917363303	0.1496347966	0.1159096149	-0.0551866861	0.0550112892	0.0144415624	0.1028615929	0.0360655945	0.1218932445	-0.0201818018	-0.0378397306	0.1064234327	0.0975541038	0.0833153194	0.0644907934	0.0	-0.0196496	0.08962819999999999	0.168402	-0.00333274	0.000818425	0.000262185
477.2709776507597	525.7653198024408	674.2920597807816	1.488868	47.88131	0.4877071	0.1184443555	-0.1120931627	0.0613256651	0.0836762749	-0.0060335221	-0.0509365124	0.048676543	0.0013279995999999998	0.016749939199999998	0.0823141125	0.1268808823	0.0475445153	0.1059249812	0.095619709	0.079180401	0.0576616442	0.0	0.0454992	0.16128900000000002	0.392744	-0.00317728	0.00236059	0.00109567
490.6337920964975	524.6414204692726	684.0760815789822	2.208308	71.01815000000002	1.71821455	-0.2174045442	0.016578684099999998	0.058089256	0.06240712070000001	0.0951152405	-0.0928514317	0.0250866692	-0.0302189357	-0.0407818794	0.0310331606	-0.2231633105	-0.1284431666	0.1053890452	0.0935499752	0.07479336	0.050506156100000005	0.0	-0.0156442	-0.395527	-0.22066	-0.007679629999999998	-0.00265058	0.0008721669999999998
483.31995663930667	525.5395300007178	683.6883904940454	1.810832	58.235512	1.3791786	-0.0115659089	-0.056031927300000006	-0.0088185849	0.0171839042	-0.037976199999999995	0.0904886717	0.0249990622	-0.0030776992	-0.101241311	0.0062563629	0.0154587718	-0.0251763766	0.1048158143	0.0913478319	0.0701681655	0.0430648259	0.0	-0.0165677	0.254054	0.133348	-0.00369244	0.000547204	0.000563819
489.803778131539	526.3912419260031	689.283358973591	1.533184	49.306477	0.34266405	-0.0235965883	-0.0612274033	-0.10410209	0.0875175675	-0.0227058179	0.0030226071	0.0069017178	0.0455613444	0.0904748182	0.0504791133	0.0361643421	-0.0726204776	0.1042054913	0.0890163959	0.0653195448	0.0353797682	0.0	0.0110093	0.042494800000000006	0.110831	-0.0048642	0.0008125899999999998	0.00038074800000000003
489.2883110739849	526.5567524647506	687.3301615437648	1.449968	46.630295000000004	0.3907667100000001	-0.0402051788	-0.0269705005	-0.08961708789999999	0.0249895479	-0.0013665178	0.1250134446	0.0118740034	0.030095677400000007	-0.0634188683	-0.0206415958	-0.032857911000000004	0.0039389865	0.1035582923	0.0865589672	0.0602629365	0.0274944769	0.0	-0.00706136	0.06870270000000002	0.0320224	-0.0013594700000000006	-0.0008716860000000001	0.00021616299999999998
480.69619597216143	525.398238101464	684.2356263383658	1.4144580000000002	45.4883	0.5117465400000001	0.17417701230000002	-0.0594781897	-0.0617244424	-0.0726231913	-0.009108798	-0.0734198271	0.0425000136	-0.0276797621	-0.0443152116	-0.0742697858	0.1532624425	0.1177574779	0.1028744463	0.0839790239	0.0550144419	0.0194535793	0.0	-0.023824	0.16508499999999998	0.282332	0.00102254	-0.000507154	0.000435461
491.5862391061429	526.5997044100178	687.1028333425608	1.691666	54.40319399999999	1.124751883	-0.1298079989	0.0351611989	-0.0562477919	-0.0510184281	-0.0226063717	-0.138365812	0.0267078528	0.0228555569	-0.0227237281	-0.0009818027	-0.1175102741	0.0211305807	0.1021541952	0.08128021769999999	0.0495907727	0.0113025832	0.0	-0.0434914	-0.256794	0.012707600000000001	-0.0063687	-3.12534e-06	0.0008118139999999999
488.6267280434072	525.6770791993468	687.8388290441536	1.488966	47.884438	0.9465363329999998	-0.0004844998000000001	-0.0268560109	-0.1201959112	0.0270179928	-0.0178864452	-0.1206980461	-0.0149369608	0.0230720648	0.0014122579999999998	0.0330639321	0.0130126539	0.0160191509	0.1013977939	0.0784663685	0.0440091989	0.0030876196000000004	0.0	-0.0150838	0.327959	0.0397421	-0.000728702	-0.000366726	0.0006885880000000001
491.99064434452913	526.7017672619809	691.0236592500265	1.249265	40.175789	0.4155758	0.0131223673	0.0036055526	-0.1642274167	-0.0076943926	-0.0422770762	-0.1083652413	0.0025734034	0.043349816500000006	0.0400620683	0.0237630379	0.0294565009	-0.0190966783	0.1006055102	0.0755414588	0.0382874931	-0.0051448186	0.0	0.030359699999999996	-0.020917099999999998	0.033157400000000004	-0.0008350709999999997	-0.000196053	0.0007049760000000001
